accession	study	object_status	bioproject_accession	biosample_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SRR35751626	SRP630746	new	PRJNA1338475	SAMN52440979	12SB80	Run 2_10_12SB80	"= ""ddRAD data of Chrysoblephus puniceus: "" & A121"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB80.1.fq.gz	12SB80.2.fq.gz				
SRR35751624	SRP630746	new	PRJNA1338475	SAMN52440980	12SB83	Run 1_11_12SB83	"= ""ddRAD data of Chrysoblephus puniceus: "" & A122"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB83.1.fq.gz	12SB83.2.fq.gz				
SRR35751623	SRP630746	new	PRJNA1338475	SAMN52440981	12SB85	Run 1_11_12SB85	"= ""ddRAD data of Chrysoblephus puniceus: "" & A123"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB85.1.fq.gz	12SB85.2.fq.gz				
SRR35751622	SRP630746	new	PRJNA1338475	SAMN52440982	12SB90	Run 1_11_12SB90	"= ""ddRAD data of Chrysoblephus puniceus: "" & A124"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB90.1.fq.gz	12SB90.2.fq.gz				
SRR35751621	SRP630746	new	PRJNA1338475	SAMN52440983	12SB91	Run 1_11_12SB91	"= ""ddRAD data of Chrysoblephus puniceus: "" & A125"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB91.1.fq.gz	12SB91.2.fq.gz				
SRR35751620	SRP630746	new	PRJNA1338475	SAMN52440984	12SB107	Run 1_11_12SB107	"= ""ddRAD data of Chrysoblephus puniceus: "" & A126"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB107.1.fq.gz	12SB107.2.fq.gz				
SRR35751619	SRP630746	new	PRJNA1338475	SAMN52440985	12SB108	Run 1_11_12SB108	"= ""ddRAD data of Chrysoblephus puniceus: "" & A127"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB108.1.fq.gz	12SB108.2.fq.gz				
SRR35751618	SRP630746	new	PRJNA1338475	SAMN52440986	12SB109	Run 1_11_12SB109	"= ""ddRAD data of Chrysoblephus puniceus: "" & A128"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB109.1.fq.gz	12SB109.2.fq.gz				
SRR35751601	SRP630746	new	PRJNA1338475	SAMN52440987	12SB110	Run 1_11_12SB110	"= ""ddRAD data of Chrysoblephus puniceus: "" & A129"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB110.1.fq.gz	12SB110.2.fq.gz				
SRR35751600	SRP630746	new	PRJNA1338475	SAMN52440988	12SB114	Run 1_11_12SB114	"= ""ddRAD data of Chrysoblephus puniceus: "" & A130"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB114.1.fq.gz	12SB114.2.fq.gz				
SRR35751599	SRP630746	new	PRJNA1338475	SAMN52440989	12SB117	Run 1_11_12SB117	"= ""ddRAD data of Chrysoblephus puniceus: "" & A131"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB117.1.fq.gz	12SB117.2.fq.gz				
SRR35751597	SRP630746	new	PRJNA1338475	SAMN52440990	12SB118	Run 1_11_12SB118	"= ""ddRAD data of Chrysoblephus puniceus: "" & A132"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB118.1.fq.gz	12SB118.2.fq.gz				
SRR35751596	SRP630746	new	PRJNA1338475	SAMN52440991	12SB119	Run 1_11_12SB119	"= ""ddRAD data of Chrysoblephus puniceus: "" & A133"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB119.1.fq.gz	12SB119.2.fq.gz				
SRR35751595	SRP630746	new	PRJNA1338475	SAMN52440992	12SB121	Run 2_12_12SB121	"= ""ddRAD data of Chrysoblephus puniceus: "" & A134"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB121.1.fq.gz	12SB121.2.fq.gz				
SRR35751594	SRP630746	new	PRJNA1338475	SAMN52440993	12SB122	Run 2_12_12SB122	"= ""ddRAD data of Chrysoblephus puniceus: "" & A135"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB122.1.fq.gz	12SB122.2.fq.gz				
SRR35751593	SRP630746	new	PRJNA1338475	SAMN52440994	12SB123	Run 2_12_12SB123	"= ""ddRAD data of Chrysoblephus puniceus: "" & A136"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB123.1.fq.gz	12SB123.2.fq.gz				
SRR35751592	SRP630746	new	PRJNA1338475	SAMN52440995	12SB124	Run 2_12_12SB124	"= ""ddRAD data of Chrysoblephus puniceus: "" & A137"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB124.1.fq.gz	12SB124.2.fq.gz				
SRR35751591	SRP630746	new	PRJNA1338475	SAMN52440996	12SB125	Run 2_12_12SB125	"= ""ddRAD data of Chrysoblephus puniceus: "" & A138"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB125.1.fq.gz	12SB125.2.fq.gz				
SRR35751590	SRP630746	new	PRJNA1338475	SAMN52440997	12SB126	Run 2_12_12SB126	"= ""ddRAD data of Chrysoblephus puniceus: "" & A139"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB126.1.fq.gz	12SB126.2.fq.gz				
SRR35751589	SRP630746	new	PRJNA1338475	SAMN52440998	12SB127	Run 2_12_12SB127	"= ""ddRAD data of Chrysoblephus puniceus: "" & A140"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB127.1.fq.gz	12SB127.2.fq.gz				
SRR35751588	SRP630746	new	PRJNA1338475	SAMN52440999	12SB137	Run 2_12_12SB137	"= ""ddRAD data of Chrysoblephus puniceus: "" & A141"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB137.1.fq.gz	12SB137.2.fq.gz				
SRR35751586	SRP630746	new	PRJNA1338475	SAMN52441000	12SB139	Run 2_12_12SB139	"= ""ddRAD data of Chrysoblephus puniceus: "" & A142"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB139.1.fq.gz	12SB139.2.fq.gz				
SRR35751569	SRP630746	new	PRJNA1338475	SAMN52441001	12SB142	Run 2_12_12SB142	"= ""ddRAD data of Chrysoblephus puniceus: "" & A143"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB142.1.fq.gz	12SB142.2.fq.gz				
SRR35751568	SRP630746	new	PRJNA1338475	SAMN52441002	12SB143	Run 2_12_12SB143	"= ""ddRAD data of Chrysoblephus puniceus: "" & A144"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB143.1.fq.gz	12SB143.2.fq.gz				
SRR35751567	SRP630746	new	PRJNA1338475	SAMN52441003	12SB144	Run 2_12_12SB144	"= ""ddRAD data of Chrysoblephus puniceus: "" & A145"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB144.1.fq.gz	12SB144.2.fq.gz				
